,Unnamed: 0,Weapon,Kills,Damage,Shots,Hits,Accuracy,Cumulative play time,Player,Competition
10,,P2020,0,0,-,-,NAN%,0h 0m 8s,B4mbino,Y3-Split2 ALGS-Championships
11,,Rampage LMG,0,78,29,3,10.34%,0h 1m 8s,B4mbino,Y3-Split2 ALGS-Championships
12,,G7 Scout,0,735,223,22,9.87%,0h 13m 28s,B4mbino,Y3-Split2 ALGS-Championships
13,,Thermite Grenade,0,175,-,48,-,0h 0m 0s,B4mbino,Y3-Split2 ALGS-Championships
14,,Volt SMG,0,257,89,17,19.1%,0h 1m 29s,B4mbino,Y3-Split2 ALGS-Championships
15,,Longbow DMR,0,253,29,5,17.24%,0h 3m 37s,B4mbino,Y3-Split2 ALGS-Championships
16,,Charge Rifle,0,117,12,-,-,0h 1m 51s,B4mbino,Y3-Split2 ALGS-Championships
17,,Peacekeeper,0,0,-,-,-,0h 0m 16s,B4mbino,Y3-Split2 ALGS-Championships
18,,Alternator SMG,0,287,138,48,34.78%,0h 3m 33s,B4mbino,Y3-Split2 ALGS-Championships
19,,HAVOC Rifle,0,0,-,-,NAN%,0h 0m 14s,B4mbino,Y3-Split2 ALGS-Championships
20,,EVA-8 Auto,0,0,-,-,-,0h 0m 3s,B4mbino,Y3-Split2 ALGS-Championships
21,,Sentinel,0,70,5,1,20%,0h 1m 57s,B4mbino,Y3-Split2 ALGS-Championships
22,,Mastiff Shotgun,0,0,-,-,-,0h 0m 15s,B4mbino,Y3-Split2 ALGS-Championships
23,,Devotion LMG,0,82,30,6,20%,0h 4m 43s,B4mbino,Y3-Split2 ALGS-Championships
24,,M600 Spitfire,0,0,26,-,0%,0h 0m 11s,B4mbino,Y3-Split2 ALGS-Championships
25,,Triple Take,0,0,-,-,-,0h 0m 2s,B4mbino,Y3-Split2 ALGS-Championships
26,,R-301 Carbine,0,0,2,-,0%,0h 0m 6s,B4mbino,Y3-Split2 ALGS-Championships
0,,Hemlok Burst AR,7,1446,804,99,12.31%,0h 25m 13s,Lemon,Y3-Split2 ALGS-Championships
1,,R-99 SMG,3,1618,938,143,15.25%,0h 9m 18s,Lemon,Y3-Split2 ALGS-Championships
2,,C.A.R. SMG,1,595,493,48,9.74%,0h 8m 23s,Lemon,Y3-Split2 ALGS-Championships
3,,Volt SMG,1,900,421,66,15.68%,0h 12m 54s,Lemon,Y3-Split2 ALGS-Championships
4,,Alternator SMG,1,259,105,16,15.24%,0h 5m 12s,Lemon,Y3-Split2 ALGS-Championships
5,,30-30 Repeater,1,602,134,13,9.7%,0h 12m 57s,Lemon,Y3-Split2 ALGS-Championships
6,,Bocek Compound Bow,1,532,-,9,-,0h 3m 43s,Lemon,Y3-Split2 ALGS-Championships
7,,M600 Spitfire,0,291,103,17,16.5%,0h 1m 49s,Lemon,Y3-Split2 ALGS-Championships
8,,Frag Grenade,0,108,-,2,-,0h 0m 0s,Lemon,Y3-Split2 ALGS-Championships
9,,RE-45 Auto,0,0,9,-,0%,0h 0m 48s,Lemon,Y3-Split2 ALGS-Championships
10,,Arc Star,0,44,-,4,-,0h 0m 0s,Lemon,Y3-Split2 ALGS-Championships
11,,Peacekeeper,0,290,11,-,-,0h 3m 32s,Lemon,Y3-Split2 ALGS-Championships
12,,P2020,0,0,-,-,NAN%,0h 0m 2s,Lemon,Y3-Split2 ALGS-Championships
13,,R-301 Carbine,0,138,30,10,33.33%,0h 1m 7s,Lemon,Y3-Split2 ALGS-Championships
14,,Mastiff Shotgun,0,209,7,-,-,0h 0m 57s,Lemon,Y3-Split2 ALGS-Championships
15,,EVA-8 Auto,0,216,7,-,-,0h 1m 47s,Lemon,Y3-Split2 ALGS-Championships
16,,G7 Scout,0,56,121,2,1.65%,0h 5m 5s,Lemon,Y3-Split2 ALGS-Championships
17,,Sentinel,0,357,15,6,40%,0h 3m 32s,Lemon,Y3-Split2 ALGS-Championships
18,,HAVOC Rifle,0,0,8,-,0%,0h 0m 12s,Lemon,Y3-Split2 ALGS-Championships
19,,Wingman,0,0,-,-,NAN%,0h 0m 2s,Lemon,Y3-Split2 ALGS-Championships
20,,VK-47 Flatline,0,36,110,2,1.82%,0h 1m 24s,Lemon,Y3-Split2 ALGS-Championships
21,,Thermite Grenade,0,25,-,7,-,0h 0m 0s,Lemon,Y3-Split2 ALGS-Championships
22,,Nemesis Burst AR,0,93,52,5,9.62%,0h 1m 5s,Lemon,Y3-Split2 ALGS-Championships
23,,Kraber .50-Cal Sniper,0,140,-,1,-,0h 1m 37s,Lemon,Y3-Split2 ALGS-Championships
24,,Triple Take,0,0,4,-,-,0h 0m 25s,Lemon,Y3-Split2 ALGS-Championships
25,,Rampage LMG,0,0,-,-,NAN%,0h 0m 1s,Lemon,Y3-Split2 ALGS-Championships
26,,Devotion LMG,0,0,-,-,NAN%,0h 0m 18s,Lemon,Y3-Split2 ALGS-Championships
27,,Charge Rifle,0,0,-,-,-,0h 0m 3s,Lemon,Y3-Split2 ALGS-Championships
0,,C.A.R. SMG,8,2460,1344,203,15.1%,0h 39m 17s,Jinqs,Y3-Split2 ALGS-Championships
1,,R-99 SMG,7,3257,1209,282,23.33%,0h 40m 17s,Jinqs,Y3-Split2 ALGS-Championships
2,,30-30 Repeater,3,5066,895,100,11.17%,2h 1m 26s,Jinqs,Y3-Split2 ALGS-Championships
3,,G7 Scout,3,1386,492,45,9.15%,0h 47m 31s,Jinqs,Y3-Split2 ALGS-Championships
4,,Alternator SMG,2,1156,473,71,15.01%,0h 17m 20s,Jinqs,Y3-Split2 ALGS-Championships
5,,Hemlok Burst AR,2,1773,575,86,14.96%,0h 24m 56s,Jinqs,Y3-Split2 ALGS-Championships
6,,Mastiff Shotgun,1,135,-,-,-,0h 0m 43s,Jinqs,Y3-Split2 ALGS-Championships
7,,Frag Grenade,1,513,-,7,-,0h 0m 0s,Jinqs,Y3-Split2 ALGS-Championships
8,,Volt SMG,0,0,19,-,0%,0h 1m 36s,Jinqs,Y3-Split2 ALGS-Championships
9,,Arc Star,0,205,-,9,-,0h 0m 0s,Jinqs,Y3-Split2 ALGS-Championships
10,,Kraber .50-Cal Sniper,0,157,-,2,-,0h 1m 19s,Jinqs,Y3-Split2 ALGS-Championships
11,,RE-45 Auto,0,0,97,-,0%,0h 2m 2s,Jinqs,Y3-Split2 ALGS-Championships
12,,VK-47 Flatline,0,400,224,24,10.71%,0h 8m 48s,Jinqs,Y3-Split2 ALGS-Championships
13,,Sentinel,0,723,42,11,26.19%,0h 13m 55s,Jinqs,Y3-Split2 ALGS-Championships
14,,Thermite Grenade,0,25,-,7,-,0h 0m 0s,Jinqs,Y3-Split2 ALGS-Championships
15,,M600 Spitfire,0,0,-,-,NAN%,0h 0m 6s,Jinqs,Y3-Split2 ALGS-Championships
16,,R-301 Carbine,0,0,46,-,0%,0h 1m 39s,Jinqs,Y3-Split2 ALGS-Championships
17,,Longbow DMR,0,0,-,-,NAN%,0h 0m 6s,Jinqs,Y3-Split2 ALGS-Championships
18,,Wingman,0,68,27,2,7.41%,0h 5m 59s,Jinqs,Y3-Split2 ALGS-Championships
19,,Peacekeeper,0,0,1,-,-,0h 0m 40s,Jinqs,Y3-Split2 ALGS-Championships
20,,P2020,0,0,12,-,0%,0h 0m 6s,Jinqs,Y3-Split2 ALGS-Championships
21,,HAVOC Rifle,0,0,-,-,NAN%,0h 1m 55s,Jinqs,Y3-Split2 ALGS-Championships
22,,EVA-8 Auto,0,0,-,-,-,0h 0m 9s,Jinqs,Y3-Split2 ALGS-Championships
23,,Charge Rifle,0,0,2,-,-,0h 0m 12s,Jinqs,Y3-Split2 ALGS-Championships
24,,Rampage LMG,0,0,-,-,NAN%,0h 0m 18s,Jinqs,Y3-Split2 ALGS-Championships
25,,Devotion LMG,0,0,-,-,NAN%,0h 0m 2s,Jinqs,Y3-Split2 ALGS-Championships
26,,Triple Take,0,0,13,-,-,0h 6m 14s,Jinqs,Y3-Split2 ALGS-Championships
27,,Bocek Compound Bow,0,547,-,8,-,0h 5m 17s,Jinqs,Y3-Split2 ALGS-Championships
0,,R-99 SMG,7,1485,693,133,19.19%,0h 17m 6s,Roieee,Y3-Split2 ALGS-Championships
1,,C.A.R. SMG,6,1990,1107,166,15%,0h 12m 35s,Roieee,Y3-Split2 ALGS-Championships
2,,30-30 Repeater,6,4072,562,88,15.66%,1h 11m 4s,Roieee,Y3-Split2 ALGS-Championships
3,,Alternator SMG,5,1271,448,82,18.3%,0h 5m 52s,Roieee,Y3-Split2 ALGS-Championships
4,,VK-47 Flatline,4,1251,418,107,25.6%,0h 12m 49s,Roieee,Y3-Split2 ALGS-Championships
5,,HAVOC Rifle,3,1000,242,62,25.62%,0h 5m 10s,Roieee,Y3-Split2 ALGS-Championships
6,,G7 Scout,2,3953,1119,146,13.05%,1h 13m 45s,Roieee,Y3-Split2 ALGS-Championships
7,,R-301 Carbine,2,660,414,51,12.32%,0h 11m 1s,Roieee,Y3-Split2 ALGS-Championships
8,,Triple Take,2,982,96,-,-,0h 22m 12s,Roieee,Y3-Split2 ALGS-Championships
9,,Arc Star,1,523,-,15,-,0h 0m 0s,Roieee,Y3-Split2 ALGS-Championships
10,,RE-45 Auto,1,155,73,13,17.81%,0h 0m 59s,Roieee,Y3-Split2 ALGS-Championships
11,,Frag Grenade,1,942,-,15,-,0h 0m 0s,Roieee,Y3-Split2 ALGS-Championships
12,,Volt SMG,1,595,201,42,20.9%,0h 6m 56s,Roieee,Y3-Split2 ALGS-Championships
13,,Wingman,0,0,-,-,NAN%,0h 0m 1s,Roieee,Y3-Split2 ALGS-Championships
14,,Thermite Grenade,0,240,-,67,-,0h 0m 0s,Roieee,Y3-Split2 ALGS-Championships
15,,Rampage LMG,0,522,140,77,55%,0h 2m 8s,Roieee,Y3-Split2 ALGS-Championships
16,,P2020,0,0,-,-,NAN%,0h 0m 24s,Roieee,Y3-Split2 ALGS-Championships
17,,Hemlok Burst AR,0,332,180,16,8.89%,0h 5m 2s,Roieee,Y3-Split2 ALGS-Championships
18,,M600 Spitfire,0,0,-,-,NAN%,0h 0m 7s,Roieee,Y3-Split2 ALGS-Championships
19,,Devotion LMG,0,0,-,-,NAN%,0h 0m 3s,Roieee,Y3-Split2 ALGS-Championships
20,,Nemesis Burst AR,0,190,92,12,13.04%,0h 7m 18s,Roieee,Y3-Split2 ALGS-Championships
21,,Sentinel,0,469,24,6,25%,0h 16m 26s,Roieee,Y3-Split2 ALGS-Championships
22,,Longbow DMR,0,517,93,10,10.75%,0h 16m 36s,Roieee,Y3-Split2 ALGS-Championships
23,,Peacekeeper,0,0,-,-,-,0h 0m 1s,Roieee,Y3-Split2 ALGS-Championships
24,,Charge Rifle,0,0,-,-,-,0h 0m 3s,Roieee,Y3-Split2 ALGS-Championships
0,,R-99 SMG,19,5215,2852,464,16.27%,0h 42m 22s,obly,Y3-Split2 ALGS-Championships
1,,C.A.R. SMG,10,2207,1636,187,11.43%,0h 19m 13s,obly,Y3-Split2 ALGS-Championships
2,,G7 Scout,7,2644,718,91,12.67%,0h 33m 26s,obly,Y3-Split2 ALGS-Championships
3,,30-30 Repeater,4,5818,1107,130,11.74%,1h 29m 2s,obly,Y3-Split2 ALGS-Championships
4,,Hemlok Burst AR,2,1056,361,51,14.13%,0h 12m 1s,obly,Y3-Split2 ALGS-Championships
5,,Frag Grenade,1,852,-,16,-,0h 0m 0s,obly,Y3-Split2 ALGS-Championships
6,,Alternator SMG,1,418,205,28,13.66%,0h 5m 57s,obly,Y3-Split2 ALGS-Championships
7,,RE-45 Auto,0,0,16,-,0%,0h 0m 31s,obly,Y3-Split2 ALGS-Championships
8,,M600 Spitfire,0,0,-,-,NAN%,0h 0m 1s,obly,Y3-Split2 ALGS-Championships
9,,VK-47 Flatline,0,0,40,-,0%,0h 1m 11s,obly,Y3-Split2 ALGS-Championships
10,,Volt SMG,0,0,6,-,0%,0h 0m 14s,obly,Y3-Split2 ALGS-Championships
11,,P2020,0,0,5,-,0%,0h 0m 33s,obly,Y3-Split2 ALGS-Championships
12,,Arc Star,0,227,-,11,-,0h 0m 0s,obly,Y3-Split2 ALGS-Championships
13,,Longbow DMR,0,241,15,4,26.67%,0h 2m 48s,obly,Y3-Split2 ALGS-Championships
14,,Thermite Grenade,0,65,-,17,-,0h 0m 0s,obly,Y3-Split2 ALGS-Championships
15,,Rampage LMG,0,0,-,-,NAN%,0h 0m 6s,obly,Y3-Split2 ALGS-Championships
16,,Devotion LMG,0,0,-,-,NAN%,0h 0m 4s,obly,Y3-Split2 ALGS-Championships
17,,HAVOC Rifle,0,301,62,16,25.81%,0h 0m 36s,obly,Y3-Split2 ALGS-Championships
18,,R-301 Carbine,0,0,37,-,0%,0h 0m 53s,obly,Y3-Split2 ALGS-Championships
19,,Wingman,0,0,2,-,0%,0h 0m 16s,obly,Y3-Split2 ALGS-Championships
20,,Triple Take,0,128,18,-,-,0h 1m 59s,obly,Y3-Split2 ALGS-Championships
21,,Sentinel,0,0,-,-,NAN%,0h 0m 1s,obly,Y3-Split2 ALGS-Championships
22,,Mastiff Shotgun,0,203,3,-,-,0h 0m 43s,obly,Y3-Split2 ALGS-Championships
23,,Prowler Burst PDW,0,149,-,9,-,0h 0m 0s,obly,Y3-Split2 ALGS-Championships
24,,EVA-8 Auto,0,157,8,-,-,0h 0m 8s,obly,Y3-Split2 ALGS-Championships
0,,Volt SMG,18,2227,823,163,19.81%,0h 16m 35s,Enemy,Y3-Split2 ALGS-Championships
1,,30-30 Repeater,11,5964,736,143,19.43%,1h 18m 21s,Enemy,Y3-Split2 ALGS-Championships
2,,R-99 SMG,6,5006,1999,440,22.01%,1h 4m 6s,Enemy,Y3-Split2 ALGS-Championships
3,,C.A.R. SMG,5,2356,1190,195,16.39%,0h 32m 20s,Enemy,Y3-Split2 ALGS-Championships
4,,Hemlok Burst AR,2,1580,495,82,16.57%,0h 12m 9s,Enemy,Y3-Split2 ALGS-Championships
5,,Longbow DMR,2,131,12,8,66.67%,0h 0m 47s,Enemy,Y3-Split2 ALGS-Championships
6,,Triple Take,2,170,6,-,-,0h 0m 26s,Enemy,Y3-Split2 ALGS-Championships
7,,VK-47 Flatline,1,149,95,9,9.47%,0h 3m 10s,Enemy,Y3-Split2 ALGS-Championships
8,,P2020,1,149,31,9,29.03%,0h 0m 44s,Enemy,Y3-Split2 ALGS-Championships
9,,HAVOC Rifle,1,413,48,25,52.08%,0h 1m 3s,Enemy,Y3-Split2 ALGS-Championships
10,,G7 Scout,1,1219,392,39,9.95%,0h 19m 6s,Enemy,Y3-Split2 ALGS-Championships
11,,Alternator SMG,0,195,66,12,18.18%,0h 2m 35s,Enemy,Y3-Split2 ALGS-Championships
12,,Wingman,0,0,5,-,0%,0h 0m 36s,Enemy,Y3-Split2 ALGS-Championships
13,,Arc Star,0,16,-,1,-,0h 0m 0s,Enemy,Y3-Split2 ALGS-Championships
14,,Peacekeeper,0,72,-,-,-,0h 0m 19s,Enemy,Y3-Split2 ALGS-Championships
15,,EVA-8 Auto,0,154,10,-,-,0h 0m 39s,Enemy,Y3-Split2 ALGS-Championships
16,,M600 Spitfire,0,63,47,4,8.51%,0h 1m 1s,Enemy,Y3-Split2 ALGS-Championships
17,,R-301 Carbine,0,0,-,-,NAN%,0h 0m 8s,Enemy,Y3-Split2 ALGS-Championships
18,,RE-45 Auto,0,48,12,4,33.33%,0h 0m 20s,Enemy,Y3-Split2 ALGS-Championships
19,,Melee,0,60,-,2,-,0h 0m 0s,Enemy,Y3-Split2 ALGS-Championships
20,,Rampage LMG,0,0,-,-,NAN%,0h 0m 10s,Enemy,Y3-Split2 ALGS-Championships
21,,Charge Rifle,0,86,12,-,-,0h 2m 28s,Enemy,Y3-Split2 ALGS-Championships
0,,R-99 SMG,7,3126,1333,290,21.76%,0h 30m 47s,elysium,Y3-Split2 ALGS-Championships
1,,30-30 Repeater,4,2765,550,61,11.09%,0h 55m 36s,elysium,Y3-Split2 ALGS-Championships
2,,Volt SMG,4,1540,582,108,18.56%,0h 18m 25s,elysium,Y3-Split2 ALGS-Championships
3,,Alternator SMG,3,1345,311,85,27.33%,0h 9m 7s,elysium,Y3-Split2 ALGS-Championships
4,,Nemesis Burst AR,2,941,297,56,18.86%,0h 9m 37s,elysium,Y3-Split2 ALGS-Championships
5,,R-301 Carbine,2,1290,720,107,14.86%,0h 23m 24s,elysium,Y3-Split2 ALGS-Championships
6,,Prowler Burst PDW,2,369,-,24,-,0h 0m 0s,elysium,Y3-Split2 ALGS-Championships
7,,G7 Scout,2,1773,512,56,10.94%,0h 23m 32s,elysium,Y3-Split2 ALGS-Championships
8,,Longbow DMR,1,678,107,12,11.21%,0h 15m 39s,elysium,Y3-Split2 ALGS-Championships
9,,C.A.R. SMG,1,1203,572,99,17.31%,0h 15m 2s,elysium,Y3-Split2 ALGS-Championships
10,,VK-47 Flatline,1,584,276,34,12.32%,0h 17m 28s,elysium,Y3-Split2 ALGS-Championships
11,,Peacekeeper,1,530,5,-,-,0h 6m 53s,elysium,Y3-Split2 ALGS-Championships
12,,Arc Star,1,275,-,9,-,0h 0m 0s,elysium,Y3-Split2 ALGS-Championships
13,,Sentinel,0,0,1,-,0%,0h 0m 28s,elysium,Y3-Split2 ALGS-Championships
14,,RE-45 Auto,0,0,-,-,NAN%,0h 0m 29s,elysium,Y3-Split2 ALGS-Championships
15,,M600 Spitfire,0,0,-,-,NAN%,0h 1m 40s,elysium,Y3-Split2 ALGS-Championships
16,,Frag Grenade,0,110,-,2,-,0h 0m 0s,elysium,Y3-Split2 ALGS-Championships
17,,EVA-8 Auto,0,0,-,-,-,0h 0m 6s,elysium,Y3-Split2 ALGS-Championships
18,,Hemlok Burst AR,0,589,290,29,10%,0h 11m 13s,elysium,Y3-Split2 ALGS-Championships
19,,Wingman,0,600,62,15,24.19%,0h 6m 10s,elysium,Y3-Split2 ALGS-Championships
20,,P2020,0,0,10,-,0%,0h 0m 9s,elysium,Y3-Split2 ALGS-Championships
21,,Mastiff Shotgun,0,0,-,-,-,0h 1m 7s,elysium,Y3-Split2 ALGS-Championships
22,,Bocek Compound Bow,0,711,15,10,66.67%,0h 4m 18s,elysium,Y3-Split2 ALGS-Championships
23,,Charge Rifle,0,0,2,-,-,0h 1m 0s,elysium,Y3-Split2 ALGS-Championships
24,,HAVOC Rifle,0,0,-,-,NAN%,0h 0m 16s,elysium,Y3-Split2 ALGS-Championships
25,,Rampage LMG,0,0,-,-,NAN%,0h 0m 3s,elysium,Y3-Split2 ALGS-Championships
26,,Melee,0,30,-,1,-,0h 0m 0s,elysium,Y3-Split2 ALGS-Championships
0,,R-99 SMG,9,4249,1288,370,28.73%,0h 30m 44s,yukaPEROdator,Y3-Split2 ALGS-Championships
1,,30-30 Repeater,8,5840,774,121,15.63%,1h 40m 24s,yukaPEROdator,Y3-Split2 ALGS-Championships
2,,C.A.R. SMG,4,2310,1070,189,17.66%,0h 21m 7s,yukaPEROdator,Y3-Split2 ALGS-Championships
3,,Hemlok Burst AR,4,3825,881,174,19.75%,0h 42m 4s,yukaPEROdator,Y3-Split2 ALGS-Championships
4,,Volt SMG,3,2061,537,149,27.75%,0h 21m 15s,yukaPEROdator,Y3-Split2 ALGS-Championships
5,,Prowler Burst PDW,2,814,-,55,-,0h 0m 0s,yukaPEROdator,Y3-Split2 ALGS-Championships
6,,Thermite Grenade,2,58,-,16,-,0h 0m 0s,yukaPEROdator,Y3-Split2 ALGS-Championships
7,,Alternator SMG,1,136,16,9,56.25%,0h 2m 2s,yukaPEROdator,Y3-Split2 ALGS-Championships
8,,Arc Star,1,206,-,4,-,0h 0m 0s,yukaPEROdator,Y3-Split2 ALGS-Championships
9,,Devotion LMG,1,176,23,13,56.52%,0h 0m 30s,yukaPEROdator,Y3-Split2 ALGS-Championships
10,,RE-45 Auto,0,0,31,-,0%,0h 0m 19s,yukaPEROdator,Y3-Split2 ALGS-Championships
11,,M600 Spitfire,0,0,40,-,0%,0h 1m 25s,yukaPEROdator,Y3-Split2 ALGS-Championships
12,,Sentinel,0,1271,50,17,34%,0h 19m 53s,yukaPEROdator,Y3-Split2 ALGS-Championships
13,,Rampage LMG,0,44,15,2,13.33%,0h 1m 2s,yukaPEROdator,Y3-Split2 ALGS-Championships
14,,P2020,0,0,2,-,0%,0h 0m 15s,yukaPEROdator,Y3-Split2 ALGS-Championships
15,,G7 Scout,0,320,89,12,13.48%,0h 4m 31s,yukaPEROdator,Y3-Split2 ALGS-Championships
16,,Peacekeeper,0,0,-,-,-,0h 0m 2s,yukaPEROdator,Y3-Split2 ALGS-Championships
17,,Wingman,0,117,28,3,10.71%,0h 4m 21s,yukaPEROdator,Y3-Split2 ALGS-Championships
18,,Triple Take,0,795,89,-,-,0h 16m 12s,yukaPEROdator,Y3-Split2 ALGS-Championships
19,,R-301 Carbine,0,0,-,-,NAN%,0h 0m 7s,yukaPEROdator,Y3-Split2 ALGS-Championships
20,,HAVOC Rifle,0,0,15,-,0%,0h 1m 4s,yukaPEROdator,Y3-Split2 ALGS-Championships
21,,VK-47 Flatline,0,0,13,-,0%,0h 0m 43s,yukaPEROdator,Y3-Split2 ALGS-Championships
22,,Frag Grenade,0,133,-,2,-,0h 0m 0s,yukaPEROdator,Y3-Split2 ALGS-Championships
23,,Mastiff Shotgun,0,0,-,-,-,0h 0m 2s,yukaPEROdator,Y3-Split2 ALGS-Championships
24,,Charge Rifle,0,0,-,-,-,0h 1m 9s,yukaPEROdator,Y3-Split2 ALGS-Championships
25,,EVA-8 Auto,0,163,5,-,-,0h 0m 26s,yukaPEROdator,Y3-Split2 ALGS-Championships
26,,Melee,0,30,-,1,-,0h 0m 0s,yukaPEROdator,Y3-Split2 ALGS-Championships
0,,R-99 SMG,9,4147,1729,360,20.82%,0h 44m 40s,Killoposz,Y3-Split2 ALGS-Championships
1,,30-30 Repeater,3,4340,611,88,14.4%,1h 18m 2s,Killoposz,Y3-Split2 ALGS-Championships
2,,Alternator SMG,3,511,138,35,25.36%,0h 4m 13s,Killoposz,Y3-Split2 ALGS-Championships
3,,Volt SMG,2,1441,581,104,17.9%,0h 14m 57s,Killoposz,Y3-Split2 ALGS-Championships
4,,Arc Star,1,547,-,18,-,0h 0m 0s,Killoposz,Y3-Split2 ALGS-Championships
5,,R-301 Carbine,1,299,238,22,9.24%,0h 4m 44s,Killoposz,Y3-Split2 ALGS-Championships
6,,Hemlok Burst AR,1,902,367,42,11.44%,0h 20m 19s,Killoposz,Y3-Split2 ALGS-Championships
7,,Frag Grenade,0,378,-,4,-,0h 0m 0s,Killoposz,Y3-Split2 ALGS-Championships
8,,C.A.R. SMG,0,458,398,36,9.05%,0h 7m 23s,Killoposz,Y3-Split2 ALGS-Championships
9,,Triple Take,0,1362,90,-,-,0h 15m 15s,Killoposz,Y3-Split2 ALGS-Championships
10,,EVA-8 Auto,0,0,-,-,-,0h 0m 11s,Killoposz,Y3-Split2 ALGS-Championships
11,,G7 Scout,0,1388,495,60,12.12%,0h 37m 45s,Killoposz,Y3-Split2 ALGS-Championships
12,,VK-47 Flatline,0,0,8,-,0%,0h 1m 5s,Killoposz,Y3-Split2 ALGS-Championships
13,,Sentinel,0,582,23,7,30.43%,0h 18m 24s,Killoposz,Y3-Split2 ALGS-Championships
14,,Charge Rifle,0,486,38,-,-,0h 10m 41s,Killoposz,Y3-Split2 ALGS-Championships
15,,Longbow DMR,0,94,7,2,28.57%,0h 2m 49s,Killoposz,Y3-Split2 ALGS-Championships
16,,M600 Spitfire,0,0,-,-,NAN%,0h 0m 13s,Killoposz,Y3-Split2 ALGS-Championships
17,,Rampage LMG,0,430,126,17,13.49%,0h 10m 8s,Killoposz,Y3-Split2 ALGS-Championships
18,,RE-45 Auto,0,0,2,-,0%,0h 0m 15s,Killoposz,Y3-Split2 ALGS-Championships
19,,Peacekeeper,0,0,-,-,-,0h 0m 16s,Killoposz,Y3-Split2 ALGS-Championships
20,,Wingman,0,0,-,-,NAN%,0h 0m 16s,Killoposz,Y3-Split2 ALGS-Championships
21,,P2020,0,0,-,-,NAN%,0h 0m 8s,Killoposz,Y3-Split2 ALGS-Championships
22,,HAVOC Rifle,0,152,132,10,7.58%,0h 4m 41s,Killoposz,Y3-Split2 ALGS-Championships
23,,Thermite Grenade,0,143,-,38,-,0h 0m 0s,Killoposz,Y3-Split2 ALGS-Championships
24,,Melee,0,30,-,1,-,0h 0m 0s,Killoposz,Y3-Split2 ALGS-Championships
25,,Bocek Compound Bow,0,259,-,4,-,0h 2m 49s,Killoposz,Y3-Split2 ALGS-Championships
0,,R-99 SMG,21,7350,3195,648,20.28%,0h 50m 2s,Z1CKKY,Y3-Split2 ALGS-Championships
1,,Hemlok Burst AR,6,5045,1971,271,13.75%,0h 45m 32s,Z1CKKY,Y3-Split2 ALGS-Championships
2,,C.A.R. SMG,5,1926,1763,161,9.13%,0h 23m 18s,Z1CKKY,Y3-Split2 ALGS-Championships
3,,Alternator SMG,4,1501,1005,93,9.25%,0h 22m 43s,Z1CKKY,Y3-Split2 ALGS-Championships
4,,Arc Star,1,643,-,22,-,0h 0m 0s,Z1CKKY,Y3-Split2 ALGS-Championships
5,,30-30 Repeater,1,3045,555,71,12.79%,0h 56m 34s,Z1CKKY,Y3-Split2 ALGS-Championships
6,,Frag Grenade,1,148,-,7,-,0h 0m 0s,Z1CKKY,Y3-Split2 ALGS-Championships
7,,VK-47 Flatline,0,567,1101,33,3%,0h 16m 55s,Z1CKKY,Y3-Split2 ALGS-Championships
8,,Wingman,0,0,-,-,NAN%,0h 0m 10s,Z1CKKY,Y3-Split2 ALGS-Championships
9,,Rampage LMG,0,0,142,-,0%,0h 2m 4s,Z1CKKY,Y3-Split2 ALGS-Championships
10,,Charge Rifle,0,0,4,-,-,0h 0m 10s,Z1CKKY,Y3-Split2 ALGS-Championships
11,,Thermite Grenade,0,225,-,63,-,0h 0m 0s,Z1CKKY,Y3-Split2 ALGS-Championships
12,,HAVOC Rifle,0,0,56,-,0%,0h 0m 44s,Z1CKKY,Y3-Split2 ALGS-Championships
13,,RE-45 Auto,0,0,10,-,0%,0h 0m 23s,Z1CKKY,Y3-Split2 ALGS-Championships
14,,EVA-8 Auto,0,0,18,-,-,0h 0m 16s,Z1CKKY,Y3-Split2 ALGS-Championships
15,,M600 Spitfire,0,0,74,-,0%,0h 1m 5s,Z1CKKY,Y3-Split2 ALGS-Championships
16,,R-301 Carbine,0,0,97,-,0%,0h 1m 11s,Z1CKKY,Y3-Split2 ALGS-Championships
17,,Devotion LMG,0,0,8,-,0%,0h 0m 6s,Z1CKKY,Y3-Split2 ALGS-Championships
18,,Longbow DMR,0,0,-,-,NAN%,0h 0m 2s,Z1CKKY,Y3-Split2 ALGS-Championships
19,,Sentinel,0,0,-,-,NAN%,0h 0m 4s,Z1CKKY,Y3-Split2 ALGS-Championships
20,,P2020,0,0,5,-,0%,0h 0m 21s,Z1CKKY,Y3-Split2 ALGS-Championships
21,,G7 Scout,0,64,112,2,1.79%,0h 5m 25s,Z1CKKY,Y3-Split2 ALGS-Championships
22,,Nemesis Burst AR,0,0,136,-,0%,0h 1m 39s,Z1CKKY,Y3-Split2 ALGS-Championships
23,,Peacekeeper,0,0,-,-,-,0h 0m 2s,Z1CKKY,Y3-Split2 ALGS-Championships
24,,Bocek Compound Bow,0,203,-,4,-,0h 2m 8s,Z1CKKY,Y3-Split2 ALGS-Championships
25,,Volt SMG,0,164,250,12,4.8%,0h 5m 28s,Z1CKKY,Y3-Split2 ALGS-Championships
26,,Prowler Burst PDW,0,64,-,4,-,0h 0m 0s,Z1CKKY,Y3-Split2 ALGS-Championships
0,,R-99 SMG,16,4899,1683,437,25.97%,0h 30m 28s,satuki,Y3-Split2 ALGS-Championships
